text,intent,split
great western bank's login screen tells me i'm locked out but not why,account_blocked,validation
i get an error message when i try logging in to capital one that says i'm locked out,account_blocked,validation
can you check and see if my account's blocked,account_blocked,validation
why can't i log into my bank account,account_blocked,validation
tell me why i get an error logging in to my bank account,account_blocked,validation
i'd like to know if my account's blocked and the reason if so,account_blocked,validation
can you confirm my account's blocked and tell me why,account_blocked,validation
do you have any idea why my account may be blocked,account_blocked,validation
find out why i can't log in to my bank of america account,account_blocked,validation
please tell me the reason for the hold on my bb&t account,account_blocked,validation
whats this song,what_song,validation
nice song what is it,what_song,validation
"cool song, what is it",what_song,validation
what music is this,what_song,validation
is this a song that i dont know,what_song,validation
what’s the name of this song,what_song,validation
what is the current tune,what_song,validation
what am i listening to right now,what_song,validation
what is the name of the song playing right now,what_song,validation
what is that song called,what_song,validation
name this song,what_song,validation
what's that song on the speaker now,what_song,validation
what's the name of the song playing right now,what_song,validation
what song is playing right now,what_song,validation
do you know the song on the speaker right now,what_song,validation
what's that song that is playing now,what_song,validation
what is that tune,what_song,validation
tell me the title of the song playing,what_song,validation
i need this song title,what_song,validation
what song am i hearing,what_song,validation
does my visa have international transaction fees,international_fees,validation
are there international transaction fees associated with my td bank card,international_fees,validation
does my american express card have any international transaction fees,international_fees,validation
does my new bank card have any international transaction fees,international_fees,validation
does my western union card have international transaction fees,international_fees,validation
will i be charged if i use my card in russia,international_fees,validation
will i be charged if i use my card in china,international_fees,validation
i wanna know if my capital one credit card have international transaction fees,international_fees,validation
i'd like to know if my capital one credit card have international transaction fees,international_fees,validation
does my capital one credit card have international transaction fees,international_fees,validation
will i be charged if i use my card in vietnam,international_fees,validation
i need to know if my capital one credit card have international transaction fees,international_fees,validation
i would really like to know if my capital one credit card have international transaction fees,international_fees,validation
will i be charged if i use my card in japan,international_fees,validation
will i get charged extra for using my card while in tulsa,international_fees,validation
"while in tulsa, if i use my card, would i be charged more",international_fees,validation
"say that i am in tulsa, will i be charged even more if i use my card",international_fees,validation
"if i am in tulsa, will i get charged extra if i use my card",international_fees,validation
using my card in tulsa won't cause me to be charged extra will it,international_fees,validation
if i use my card in england will it cost me extra,international_fees,validation
"on what day, month and year did i get new tires",last_maintenance,validation
when was the last time my car was worked on,last_maintenance,validation
when did i last get my car serviced,last_maintenance,validation
what was the date when my car was in the shop,last_maintenance,validation
how long since my car was in the shop,last_maintenance,validation
when was my last oil change,last_maintenance,validation
what was the date of my last car service,last_maintenance,validation
when was the last time i took my car in,last_maintenance,validation
when was the last time my car was serviced,last_maintenance,validation
do you remember when i last got my car looked at,last_maintenance,validation
do you know when i last took my car to get checked,last_maintenance,validation
do you have a record of when i last got my car checked,last_maintenance,validation
could you inform me of when i last got my car checked,last_maintenance,validation
when did i last get my car checked,last_maintenance,validation
when did i change my oil,last_maintenance,validation
how long since i swapped oil,last_maintenance,validation
when did the oil get changed,last_maintenance,validation
how long has it been since the oil got changed out,last_maintenance,validation
how long since my oil had a refresh,last_maintenance,validation
when was the car last services,last_maintenance,validation
what if any meetings do i have today,meeting_schedule,validation
do i have meetings with anyone today,meeting_schedule,validation
do i have any meetings on my calendar today,meeting_schedule,validation
do i have any meetings on my schedule today,meeting_schedule,validation
do i have any meetings today between 9:30 and 10:30,meeting_schedule,validation
do i have any meetings today between 9 and 10:30,meeting_schedule,validation
do i have any meetings today between 9:20 and 10:30,meeting_schedule,validation
do i have any meetings today between 9 and 10:15,meeting_schedule,validation
do i have any meetings today between 9 and 10,meeting_schedule,validation
what time am i meeting with john,meeting_schedule,validation
what time am i meeting john,meeting_schedule,validation
what time is my meeting with fred scheduled for,meeting_schedule,validation
do i have any meetings coming up with dan,meeting_schedule,validation
"i think dan scheduled a meeting today with me, can you double check please",meeting_schedule,validation
is my schedule clear with no meetings with dan today,meeting_schedule,validation
"what is my schedule like today, any meetings with dan",meeting_schedule,validation
is dan aware of any meetings with me today,meeting_schedule,validation
how many meetings do i have today,meeting_schedule,validation
read me my meeting schedule,meeting_schedule,validation
please tell me my meeting schedule,meeting_schedule,validation
i need a list of ingredients required to make lamb stew,ingredients_list,validation
please search for necessary ingredients included in meatballs,ingredients_list,validation
can you tell me the ingredients used in pasta sauce,ingredients_list,validation
do you know the ingredients used in homemade chicken soup,ingredients_list,validation
i need to know what ingredients are in a french baguette,ingredients_list,validation
find list of ingredients i would need to bake a funnel cake,ingredients_list,validation
what are the ingredients used in chicken curry,ingredients_list,validation
can you tell me what ingredients are needed for cinnamon buns,ingredients_list,validation
please give me a list of the ingredients contained in chocolate cupcakes,ingredients_list,validation
what ingredients do i need to make raisin bread,ingredients_list,validation
what should i get to make the jamaican patties,ingredients_list,validation
what do you i need to make pizza dough,ingredients_list,validation
what kind of ingredients go into the chicken a la king,ingredients_list,validation
what will i need to make lasagna,ingredients_list,validation
whare the ingredients for the stir fry,ingredients_list,validation
"for pasta primavera, what ingredients will i use",ingredients_list,validation
what ingredients do i need for shrimp scampi,ingredients_list,validation
i need what ingredients for meatloaf,ingredients_list,validation
i'll use what ingredients for lasagna,ingredients_list,validation
"for peppercorn steak, what ingredients do i need",ingredients_list,validation
contact the bank about fraud activity on my card,report_fraud,validation
i need to talk to someone about a fraudulent activity on my card,report_fraud,validation
i need to report unauthorized activity on my card,report_fraud,validation
"looks like my card is being used by someone else, report it",report_fraud,validation
"there's something fishy on my card, report it",report_fraud,validation
how do i report fraud on my chase bank card,report_fraud,validation
"someone is charging my card for playstations, and it's not me! what do i do!",report_fraud,validation
help! i'm a victim of credit card fraud!,report_fraud,validation
i want to report fraud on my american express,report_fraud,validation
where do i report fraud on my credit card,report_fraud,validation
i want to report fraudulent activity on my mastercard,report_fraud,validation
i want to report fraudulent activity on my quicksilver card,report_fraud,validation
i want to report fraudulent activity on my capital one,report_fraud,validation
i want to report fraudulent activity on my discover card,report_fraud,validation
i want to report fraudulent activity on my visa,report_fraud,validation
"i think there has been a fraud on my black visa card, can i report it",report_fraud,validation
can you assist me on my fradulent activity on my chase card,report_fraud,validation
an unauthorized transactions has been made on my gap card and i need to report it,report_fraud,validation
"is there anyway, i can report a suspicious activity on my citi card",report_fraud,validation
"i would like to report a fraud on my wells fargo card, please",report_fraud,validation
what is the total number of pints in two quarts,measurement_conversion,validation
can you tell me the number of ounces in a quart,measurement_conversion,validation
what is the correct amount of ounces in a pound,measurement_conversion,validation
how many tablespoons are there in half of a cup,measurement_conversion,validation
i need to know how many teaspoons are equivalent to two tablesppons,measurement_conversion,validation
give me celcius to fahrenheit,measurement_conversion,validation
what's the equivalent of 1 cup to pounds,measurement_conversion,validation
i need kilograms to milligrams,measurement_conversion,validation
how do i convert a cup to ml,measurement_conversion,validation
give me kilograms to pounds,measurement_conversion,validation
convert 2 cups to liters,measurement_conversion,validation
how many tablespoons is 5 teaspoons,measurement_conversion,validation
how many teaspoons in one tablespoon,measurement_conversion,validation
how many ounces is 2 and half cups,measurement_conversion,validation
how many gallons is 50 liters,measurement_conversion,validation
how many ounces in a liter,measurement_conversion,validation
how many ounces in a cup,measurement_conversion,validation
how many ml's are in a gallon,measurement_conversion,validation
how many teaspoons in an ounce,measurement_conversion,validation
how many teaspoons make up in 1 tablespoon,measurement_conversion,validation
could you tell me the temperature of the ac,smart_home,validation
"the temperature of the ac, what is it at",smart_home,validation
"the ac, could you tell me the temperature",smart_home,validation
do you know the temperature of the ac,smart_home,validation
"what is it at, the ac temperature",smart_home,validation
i want you to turn the tv on,smart_home,validation
i need you to turn the tv on now,smart_home,validation
will you please turn the tv on,smart_home,validation
turn on the tv please,smart_home,validation
please turn the tv on,smart_home,validation
can you verify the doors are locked,smart_home,validation
i'd like the lights in the garage to be turned on,smart_home,validation
engage all the door locks,smart_home,validation
set all doors to locked,smart_home,validation
confirm the doors are locked,smart_home,validation
please turn on the hallway lights,smart_home,validation
check if the doors are locked,smart_home,validation
secure the doors,smart_home,validation
see if all the doors are locked,smart_home,validation
post the living room lights on,smart_home,validation
by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel,validation
is it possible for a hotel to be booked by you for me in afghanistan at the zoo for the 10th to the 15th,book_hotel,validation
could you book me a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel,validation
could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,book_hotel,validation
can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel,validation
i need to reserve a large room or suite for 2 couples for august 15th through august 18th in seattle,book_hotel,validation
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,book_hotel,validation
i need a hotel room for 7 people in st louis for november 3rd through 5th,book_hotel,validation
"i need a suite that can accommodate 3 adults and 1 child in san diego for may 15th, 16th, and 17th",book_hotel,validation
show me a hotel in boise that has positive reviews,book_hotel,validation
i need a hotel with good reviews in baltimore,book_hotel,validation
find hotels in baltimore that have positive reviews,book_hotel,validation
show me a hotel that has good reviews in kansas city,book_hotel,validation
i am looking for a hotel in new york city that has good reviews,book_hotel,validation
could you book me a hotel in tampa from may 2 to may 4,book_hotel,validation
help me book a place to stay from may 2 to may 4 in tampa,book_hotel,validation
can you make a reservation in tampa from may 2 to may 4,book_hotel,validation
i want to book a hotel in tampa from may 2 to may 4,book_hotel,validation
make me a reservation in tampa from may 2 to may 4,book_hotel,validation
book a motel in uptown from march 3 to march 4,book_hotel,validation
talk to me about where im at right now,current_location,validation
can you tell me where i am,current_location,validation
you need all five answers,current_location,validation
give me my gps coordinates,current_location,validation
pass me my gps coordinates,current_location,validation
i need to know what my gps coordinates are,current_location,validation
can you give me my gps coordinates,current_location,validation
so what are my current gps coordinates,current_location,validation
can you find the exact address for where i am currently,current_location,validation
tell me what to enter into my gps for my current location,current_location,validation
please tell me the address of my current location,current_location,validation
i need to know the name of my current location for the tow truck,current_location,validation
what is this place,current_location,validation
where exactly am i at the moment,current_location,validation
where am i at currently,current_location,validation
what location is this,current_location,validation
what are my coordinates,current_location,validation
where am i on gps,current_location,validation
latitude and longitude please,current_location,validation
"location currently, where",current_location,validation
what's is the current weather forecast,weather,validation
tell me the forecast,weather,validation
what's the weather like,weather,validation
what's the forecast for the day,weather,validation
i need to know the weather,weather,validation
weather forecast please,weather,validation
what's today's weather,weather,validation
i need to know today's forecast,weather,validation
is it going to rain tomorrow,weather,validation
what is the weather outside,weather,validation
what will be the weather tomorrow,weather,validation
what is the weather in atlanta,weather,validation
what is the weather in tokyo,weather,validation
what's the humidity today,weather,validation
what was the temperature yesterday,weather,validation
what's today's high and low,weather,validation
what's the weather today,weather,validation
what's the chance of rain,weather,validation
how cold is it in wisconsin today,weather,validation
can you tell the temperature it will tomorrow,weather,validation
how much money a year do i spend in taxes,taxes,validation
how much am i being taxed,taxes,validation
what are my tax costs,taxes,validation
what kinds of taxes am i facing,taxes,validation
what's my income tax,taxes,validation
what's the tax bracket for my income,taxes,validation
what does it look like i will be paying in federal taxes this year,taxes,validation
what do i get taxed at my income level,taxes,validation
what is my tax burden,taxes,validation
can you tell me what my federal tax burden is,taxes,validation
how much am i taxed each year,taxes,validation
do you know how much i pay in taxes,taxes,validation
how much do i pay in taxes every year,taxes,validation
what's my federal tax this year,taxes,validation
i need to know my tax rate,taxes,validation
what is the tax rate that applies to me,taxes,validation
how much do i need to pay in tax,taxes,validation
what's my tax rate,taxes,validation
tell me my tax rate,taxes,validation
what amount do i owe in taxes,taxes,validation
what is the minimum amount due on my cable bill,min_payment,validation
what is the minimum payment,min_payment,validation
whats the minimum payment on my electric bill,min_payment,validation
how little can i pay on my phone bill,min_payment,validation
what is the least i can pay towards my car bill,min_payment,validation
what's the least i can pay towards this bill,min_payment,validation
how little can i pay towards my car insurance,min_payment,validation
is there a minimum amount accepted,min_payment,validation
tell me the least i can pay,min_payment,validation
what is the minimum payment for comcast,min_payment,validation
what is the least i can pay on my mortgage bill,min_payment,validation
what would be the least i could pay on this bill,min_payment,validation
could you tell me my bill's minimum payment,min_payment,validation
what's the least amount i can pay on this bill,min_payment,validation
what's the minimum payment on my bill,min_payment,validation
what's my bill's minimum payment,min_payment,validation
i'd like to know my minimum payment please,min_payment,validation
what's the minimum due for my electric bill,min_payment,validation
lowest amount for cable bill,min_payment,validation
what is the minimum payment due on my visa,min_payment,validation
set up whisper mode,whisper_mode,validation
how do i go to whisper mode,whisper_mode,validation
change over to whisper mode,whisper_mode,validation
i need to be out of whisper mode,whisper_mode,validation
i'd like to be out of whisper mode,whisper_mode,validation
take me out of whisper mode,whisper_mode,validation
i want to be out of whisper mode,whisper_mode,validation
please use your whispering voice; i need quiet,whisper_mode,validation
let's try whisper mode,whisper_mode,validation
use your whisper voice,whisper_mode,validation
can you please whisper,whisper_mode,validation
whisper to me,whisper_mode,validation
make a switch to whisper mode,whisper_mode,validation
whisper please,whisper_mode,validation
i need quiet; use whisper,whisper_mode,validation
go into whisper mode,whisper_mode,validation
engage whisper mode,whisper_mode,validation
enable whisper mode,whisper_mode,validation
put whisper mode on,whisper_mode,validation
please use whisper mode,whisper_mode,validation
quit talking,cancel,validation
stop please,cancel,validation
scrap,cancel,validation
whats the procedure to cancel it,cancel,validation
stop it,cancel,validation
please abort the current process,cancel,validation
cancel it,cancel,validation
can you cancel it,cancel,validation
hey ai cancel it now,cancel,validation
cancel,cancel,validation
command cancel,cancel,validation
please stop it,cancel,validation
abort it,cancel,validation
how to cancel,cancel,validation
i repeat cancel,cancel,validation
please don't talk any further,cancel,validation
don't talk anymore,cancel,validation
i need you to stop talking,cancel,validation
rescind,cancel,validation
eliminate,cancel,validation
"if i plan on travelling to this country, do i need a visa",international_visa,validation
do i need a visa if i go there,international_visa,validation
"for going to that country, do i need a visa",international_visa,validation
does one need a visa to go there,international_visa,validation
"if i travel there, do i need a visa",international_visa,validation
does going to taiwan require me to get an international visa,international_visa,validation
"if i go to brazil, do i need to get an international visa",international_visa,validation
"should i go to okinawa, does it require an international visa",international_visa,validation
is an international visa needed to go to cyprus,international_visa,validation
i want to go to china but am not sure if i need an international visa,international_visa,validation
should i get an internation visa to go to switzerland,international_visa,validation
does south korea require an international visa,international_visa,validation
will i need an international visa to go to madagascar,international_visa,validation
is an international visa needed for canada,international_visa,validation
do i need an international visa to get into italy,international_visa,validation
"if i go to uganda, do i need an international visa",international_visa,validation
do i need a travel visa for the uk,international_visa,validation
am i going to need a visa for traveling to canada,international_visa,validation
does canada require a visa,international_visa,validation
does the uk require a travel visa,international_visa,validation
is it necessary to get a shot for travel to india,vaccines,validation
are there any necessary shots required before travel to thailand,vaccines,validation
do i have to get a shot for travel to taiwan,vaccines,validation
are shots required before traveling to brazil,vaccines,validation
can i travel to south africa without getting a shot,vaccines,validation
what shots are required to visit australia,vaccines,validation
do i need any vaccines before traveling to brazil,vaccines,validation
what shots do i need before going to africa,vaccines,validation
do i need to get any shots before volunteering in the congo,vaccines,validation
must i have shots before i take a trip to canada,vaccines,validation
do i need to get any shots before travelling to australia,vaccines,validation
should i get shots if i'm going to go to thailand,vaccines,validation
do i need to get any shots before i go to brazil,vaccines,validation
do i need to get any shots before visiting family in seattle,vaccines,validation
do you need shots before going to russia,vaccines,validation
is a shot required before traveling to mexico,vaccines,validation
do i need shots before traveling to mexico,vaccines,validation
do i have to get shots to enter cuba,vaccines,validation
do i need to have any shots to visit chile,vaccines,validation
will ecuador require proof of any shots for me to go there,vaccines,validation
how many vacation days have i saved up,pto_balance,validation
how many vacation days do i have at my disposal,pto_balance,validation
how many hours of vacation have i saved up,pto_balance,validation
how many vacation days have i accumulated,pto_balance,validation
how many pto days are available,pto_balance,validation
how much vacation do i have saved,pto_balance,validation
how much vacation have i earned,pto_balance,validation
what number of pto days do i have left,pto_balance,validation
how many weeks of vacation do i have,pto_balance,validation
how many days of vacation do i have saved,pto_balance,validation
i need to know how many pto days are left,pto_balance,validation
whats the number of pto days i have to my availability,pto_balance,validation
how many pto days are in my possesion,pto_balance,validation
what number of vacation days do i have available,pto_balance,validation
what number of vacation days do i have at my disposal,pto_balance,validation
could you let me know how many pto days do i have left,pto_balance,validation
could you tell me how many pto days do i have left,pto_balance,validation
can you let me know how many pto days do i have left,pto_balance,validation
can you tell me how many pto days do i have left,pto_balance,validation
what is the amount of time i can request off in the coming year,pto_balance,validation
where is the closest subway entrance to me to go to brooklyn,directions,validation
"where is the closest red lobster to my location right now, which is 5th avenue",directions,validation
"i am on main street now, where is the closest bus stop to me",directions,validation
i am in downtown austin where is the nearest airport,directions,validation
where is the closet bus stop to go to downtown dallas,directions,validation
where is the nearest walmart,directions,validation
how do i get to the movie theater by bus,directions,validation
how do i get to the bus stop on foot,directions,validation
how do i get to new york by bus,directions,validation
how do i get to the train station by bus,directions,validation
how do i get to the library by foot,directions,validation
how do i get to the bowling alley by foot,directions,validation
how do i get to the fine arts center by foot,directions,validation
where is the closest target,directions,validation
how do i get to the grocery store by bus,directions,validation
how do i get to san fransisco by bus,directions,validation
where can i find the nearest dollar store,directions,validation
how do i get to the court house on foot,directions,validation
where is the nearest gas station,directions,validation
where is the closest park,directions,validation
spell: dessert,spelling,validation
how do you spell dessert,spelling,validation
tell me how to spell the word dessert,spelling,validation
what is the correct spelling of the word: dessert,spelling,validation
how to spell: dessert,spelling,validation
can you spell the word umbrella for me,spelling,validation
please spell the word umbrella,spelling,validation
please tell me how to spell umbrella,spelling,validation
how do you spell umbrella,spelling,validation
how is the word umbrella spelled,spelling,validation
how is doctor spelled,spelling,validation
tell me how to spell doctor,spelling,validation
please spell doctor,spelling,validation
how to spell doctor,spelling,validation
spell doctor,spelling,validation
malignant is spelled how exactly,spelling,validation
tell me how to spell malignant,spelling,validation
what is the correct spelling for malignant,spelling,validation
how would i go about spelling malignant,spelling,validation
how should i spell malignant,spelling,validation
how ya doin,greeting,validation
how ya been,greeting,validation
hows are ya,greeting,validation
heyo,greeting,validation
are you good,greeting,validation
how is it going my friend,greeting,validation
how you are,greeting,validation
tell me how are you,greeting,validation
hi what's up,greeting,validation
hey what's up,greeting,validation
hey how's it going,greeting,validation
"hi, ai",greeting,validation
"good morning, ai",greeting,validation
how've you been,greeting,validation
wassup,greeting,validation
hey,greeting,validation
hiya,greeting,validation
how's it hanging,greeting,validation
hi,greeting,validation
hello,greeting,validation
factory settings restoration,reset_settings,validation
i need you to reset to your factor settings,reset_settings,validation
can you reset to factor settings,reset_settings,validation
i want you to reset to factory settings,reset_settings,validation
i want to restore your factory settings,reset_settings,validation
switch back to factory settings,reset_settings,validation
i want you to go back to factory settings,reset_settings,validation
restore factory settings,reset_settings,validation
i want a clean bootup to factory settings,reset_settings,validation
change back to factory settings,reset_settings,validation
reset to factory settings,reset_settings,validation
go back to default settings,reset_settings,validation
now i'd like for you to return to the original settings,reset_settings,validation
can you now please go back to the original settings,reset_settings,validation
please revert to the original settings,reset_settings,validation
now restore the original settings,reset_settings,validation
configure this to factory settings,reset_settings,validation
make my settings go back to their factory settings,reset_settings,validation
set this to my factory settings,reset_settings,validation
change to factory settings,reset_settings,validation
what may i call you,what_is_your_name,validation
what was your name again,what_is_your_name,validation
your name is,what_is_your_name,validation
whats your name by the way,what_is_your_name,validation
what's your name if i may ask,what_is_your_name,validation
what is your name by chance,what_is_your_name,validation
what is your names,what_is_your_name,validation
what exactly is your name,what_is_your_name,validation
what's the name i should use to talk to you,what_is_your_name,validation
what is your given name,what_is_your_name,validation
what's the name you like to be called,what_is_your_name,validation
what's the name you were given,what_is_your_name,validation
can i ask your name,what_is_your_name,validation
do you mind if i ask your name,what_is_your_name,validation
do you have a nickname,what_is_your_name,validation
what do you go by,what_is_your_name,validation
what do you call yourself,what_is_your_name,validation
i'd like to know your name,what_is_your_name,validation
your name please,what_is_your_name,validation
can i have your name,what_is_your_name,validation
how do i set up direct deposit for my first national account,direct_deposit,validation
how do i set up direct deposit for my fifth third account,direct_deposit,validation
how do i set up direct deposit for my cefcu account,direct_deposit,validation
how do i set up direct deposit for my old national account,direct_deposit,validation
how do i set up direct deposit for my bank of america account,direct_deposit,validation
what might i need to do to direct deposit my paycheck,direct_deposit,validation
what information do i need to direct deposit my paycheck,direct_deposit,validation
how do i go about getting direct deposit in my usaa account,direct_deposit,validation
does my td ameritrade checking account take direct deposit,direct_deposit,validation
"if i want to direct deposit my paycheck, what info do i need",direct_deposit,validation
direct deposit my paycheck to my capital one account,direct_deposit,validation
i'd like direct deposit to my chase bank account,direct_deposit,validation
i want to set up direct deposit to my charles schwab account,direct_deposit,validation
how do i go about setting up paycheck direct deposit,direct_deposit,validation
link up my paycheck for direct deposit to my account at chase,direct_deposit,validation
please assist me in linking my chase account to direct deposit for my paycheck,direct_deposit,validation
please show me how to set up my paycheck for direct deposit to my chase account,direct_deposit,validation
tell me the easiest way to set up direct deposit of my paycheck to my chase account,direct_deposit,validation
help me get my paycheck set up for direct deposit to my chase account,direct_deposit,validation
how can i learn how to use direct deposit,direct_deposit,validation
what kind of interest can i expect with my chase account,interest_rate,validation
how much interest am i getting in my citibank savings,interest_rate,validation
how much interest do i get on my citizen's savings account,interest_rate,validation
what kind of interest am i getting from my bank of america checking,interest_rate,validation
what's my interest rate with my capital one account,interest_rate,validation
what is walker bank paying me in interest on my account,interest_rate,validation
where do i go to get private client account's interest rate,interest_rate,validation
what interest rate am i getting currently from oak bank,interest_rate,validation
how much interest am i getting percentage wise from chase,interest_rate,validation
what is my interest rate for my scotiabank account,interest_rate,validation
where can i find my voca account's interest rate,interest_rate,validation
how can i find the current interest rate for my account ending in 9012,interest_rate,validation
what interest rate is us bank giving me on my acount,interest_rate,validation
where do i find the interest rate for my platinum account,interest_rate,validation
where can i locate the pnc account's interest rate,interest_rate,validation
what is the interest rate on my auto loan,interest_rate,validation
how much is the interest rate on my home equity loan,interest_rate,validation
tell me what the interest rate is on my personal loan through chase,interest_rate,validation
whats the amount of interest i'm paying on my mortgage,interest_rate,validation
what is the interest rate at pnc,interest_rate,validation
how do i change my credit limit,credit_limit_change,validation
how can up my credit limit,credit_limit_change,validation
how can i make a change to my credit limit,credit_limit_change,validation
can i make a change to my credit limit,credit_limit_change,validation
how do i increse my credit limit,credit_limit_change,validation
is there a way to increase the limit of my credit to 5000 dollars,credit_limit_change,validation
i would like to have my credit increased to 5000 dollars,credit_limit_change,validation
i want to increase my credit limit to 5000 dollars,credit_limit_change,validation
could my credit be increased to 5000 dollars,credit_limit_change,validation
i need my credit limit changed,credit_limit_change,validation
the credit limit i have needs to be changed,credit_limit_change,validation
can you help me change my credit limit,credit_limit_change,validation
my credit limit needs to me changed,credit_limit_change,validation
i would like my credit limit increased to 5000 dollars,credit_limit_change,validation
i would like to change my credit limit,credit_limit_change,validation
can i increase my credit limit,credit_limit_change,validation
raise my credit limit,credit_limit_change,validation
increase my credit limit,credit_limit_change,validation
i'd like to increase my credit limit,credit_limit_change,validation
can you help me increase my credit limit,credit_limit_change,validation
do you have hobbies,what_are_your_hobbies,validation
tell me about your hobbies,what_are_your_hobbies,validation
are you involved in hobbies,what_are_your_hobbies,validation
what recreational activities do you enjoy,what_are_your_hobbies,validation
what do you do as a hobby,what_are_your_hobbies,validation
what do you like to do in your free time,what_are_your_hobbies,validation
what are your hobbies,what_are_your_hobbies,validation
what hobbies do you have,what_are_your_hobbies,validation
"when you have free time, what do you do",what_are_your_hobbies,validation
what do you do in your spare time siri,what_are_your_hobbies,validation
what hobbies do you have alexa,what_are_your_hobbies,validation
what are your hobbies siri,what_are_your_hobbies,validation
what do you do for fun alexa,what_are_your_hobbies,validation
what activities do you enjoy,what_are_your_hobbies,validation
what do you do with your free time,what_are_your_hobbies,validation
what are you interested in,what_are_your_hobbies,validation
"what are you’re hobbies, ai",what_are_your_hobbies,validation
what do you find fun,what_are_your_hobbies,validation
which hobbies do you like,what_are_your_hobbies,validation
what are your interests,what_are_your_hobbies,validation
can you find me a round trip flight from denver international to new york international on the 3rd through the 7th,book_flight,validation
can you look for a denver international to new york international round trip flight for the 5th though 8th,book_flight,validation
can you find me a flight from denver international to new york international on the 4th for under 700 dollars,book_flight,validation
for under 700 i need a flight from denver international to new york international on the 3rd,book_flight,validation
i need a flight from denver international to new york international round trip for the 4th though the 8th,book_flight,validation
i want to find a round trip flight from denver international to new york international on the 8th to the 16th,book_flight,validation
i need a flight from denver international to new york for under 700 on the 3rd,book_flight,validation
i want to find a flight for under 700 on the 4th from denver international to new york international,book_flight,validation
on the third i am looking for a flight for under 700 from denver international to new york international,book_flight,validation
i need a flight from the 3rd to the 7th round rip from denver international to new york international,book_flight,validation
find me a flight from philly to atl for june 5th to 8th,book_flight,validation
get me flight from philly to atlanta on june 5th i'm coming back june 8th,book_flight,validation
book a flight from philadelphia to atlanta on june 5th and returning on june 8th,book_flight,validation
i need an airline ticket for a round trip flight from philadelphia to atlanta for the dates of june 5 - 8,book_flight,validation
need airplane ridge from philadelphia to atlanta leaving on the 5th of june and returning on the 8th of june,book_flight,validation
i'm looking for a back and forth flight from lax to portland for w to sunday,book_flight,validation
i'm exploring a possible cycle flight from yyz to dublin for w to aug two,book_flight,validation
i'm seeking a full circle flight from msy to msp for w to june 7,book_flight,validation
i'm searching for a 2-way flight from yqg to heathrow for w to memorial day,book_flight,validation
i'm striving to find a 2-way flight from jfk to dtw for w to july 3,book_flight,validation
will you please read the things on my shopping list,shopping_list,validation
what is on my shopping list,shopping_list,validation
can you read the things to me that are on my shopping list,shopping_list,validation
can you read the things on my shopping list,shopping_list,validation
is it possible for you to read the things on my shopping list,shopping_list,validation
did i add salt to my shopping list,shopping_list,validation
do i have toothpaste on my shopping list,shopping_list,validation
is there lettuce on my shopping list,shopping_list,validation
did i include butter in my shopping list,shopping_list,validation
did i put elbow noodles on the shopping list,shopping_list,validation
did i forget to put protein shakes on my shopping list,shopping_list,validation
do i have butter on my list,shopping_list,validation
is waffles on my list for shopping,shopping_list,validation
do i already have cereal on my shopping list,shopping_list,validation
did i remember to add milk to my shopping list,shopping_list,validation
check my shopping list,shopping_list,validation
read my shopping list,shopping_list,validation
shopping list,shopping_list,validation
what do i need to buy,shopping_list,validation
did i remember to put eggs on my shopping list,shopping_list,validation
send a text to joe,text,validation
i need to text joe,text,validation
text joe,text,validation
send joe a text,text,validation
text john with the message 'where are you,text,validation
please send a text to danny saying that i'm running late,text,validation
text mom saying happy birthday,text,validation
text mollie saying 'i am on my way,text,validation
i need you to text mickey saying 'can we reschedule,text,validation
"send message to carl, you suck",text,validation
let carl know that he sucks,text,validation
"message carl, you suck",text,validation
tell carl that he sucks,text,validation
inform carl that he is an awful human being,text,validation
send robert a text from me telling him okay,text,validation
i need leslie to be texted saying have a good day,text,validation
i want a text sent to bob saying i will be late,text,validation
write a text to kim saying no,text,validation
send a text to mom saying i'm on my way,text,validation
robbie needs to know aboutthis so would you text robbie to let them know,text,validation
how much is my kill bill bill for,bill_balance,validation
what is the amount i owe on my phone,bill_balance,validation
what is the total of my repair bill,bill_balance,validation
how much is due on the gas bill,bill_balance,validation
what do i owe on telephone and cable bill,bill_balance,validation
how much do i have left to pay on my server and domain,bill_balance,validation
what's the amount due on my vet and vehicle registration bills,bill_balance,validation
what do my bills look like for amazon and netflix,bill_balance,validation
how much do i have to pay on taxes and cable,bill_balance,validation
how much do i owe on all of my bills,bill_balance,validation
how much do i have to pay for my shell gas card bill,bill_balance,validation
what is the total of all my bills combined,bill_balance,validation
can you tell me how much i need to pay on my bills this month,bill_balance,validation
how much is my bill for capital one,bill_balance,validation
what is the total amount i am going to have to pay in bills this month,bill_balance,validation
how much do i have to pay on my amazon card this month,bill_balance,validation
how much do my bills cost this month,bill_balance,validation
how much is my xfinity cable bill,bill_balance,validation
what is the amount i owe to clay electric,bill_balance,validation
could you tell me the amount owed on gas and electric,bill_balance,validation
give my location to stan,share_location,validation
i'd like to share my location with stephanie,share_location,validation
i would like brenda to have my location,share_location,validation
